,last_scraped,name,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood,property_type,room_type,amenities,has_availability,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
2129,2024-09-05,Unieke verblijf in een Amsterdamse monument 532,Vlad,2019-07-03,within an hour,89%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in boutique hotel,Private room,"[""Coffee"", ""Body soap"", ""Private living room"", ""Paid parking off premises"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Safe"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Laundromat nearby"", ""Shampoo"", ""Bed linens""]",t,2020-06-21,2024-08-11,Exempt,t,43713874,20240905174946,273266448.0,1.0,1.4,52.37018,4.8628,5.0,1.0,1.0,1.0,251.2,2.0,14.0,1.0,14.0,65.0,5.0,20,183,22.0,4.82,4.59,4.82,4.73,5.0,4.73,4.77,1.0,1.0,0.0,0.0
2132,2024-09-05,Houseboat (BnB),Anneke,2014-07-22,undefined time,0%,0%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Barbecue utensils"", ""Washer"", ""Babysitter recommendations"", ""Kitchen"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""TV with standard cable"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Crib"", ""Bathtub"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Single level home"", ""Beach essentials"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Heating"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""High chair"", ""Bed linens"", ""Baking sheet""]",t,2015-03-29,2019-05-22,0363 F90A 60F8 ADFF 225E,f,5752944,20240905174946,18675105.0,1.0,1.0,52.3698,4.91396,2.0,1.0,1.0,1.0,289.6,1.0,135.4,1.0,1125.0,65.0,0.0,0,0,27.0,4.93,4.93,5.0,4.93,4.96,4.96,4.81,1.0,1.0,0.0,0.0
2137,2024-09-05,Cosy big bed in center Amsterdam,Marc,2013-12-03,undefined time,0%,0%,f,t,undefined,Private room in casa particular,Private room,"[""Paid parking on premises"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""Wifi""]",t,00/00/00,00/00/00,0363 49B6 05F9 40DC BAFB,f,5836620,20240905174946,10400480.0,1.0,1.0,52.39091,4.8772,2.0,1.0,1.0,1.0,289.6,2.0,2.0,2.0,2.0,65.0,0.0,0,0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
2149,2024-09-05,Spacious bedroom with private bathroom and toilet,Ingeborg,2016-03-14,undefined time,0%,0%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Garden view"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Wifi \u2013 27 Mbps"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Shared patio or balcony"", ""Microwave"", ""Refrigerator"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Courtyard view"", ""Paid washer \u2013 In unit"", ""Outdoor dining area"", ""First aid kit"", ""Bed linens""]",t,2016-12-29,2023-08-11,0363 2D31 24CB 8BF8 086F,f,15811049,20240905174946,62960030.0,1.0,1.0,52.37097,4.86182,2.0,1.0,1.0,1.0,289.6,3.0,135.4,3.0,1125.0,65.0,0.0,0,0,66.0,4.94,4.94,4.91,4.95,4.98,4.83,4.8,1.0,1.0,0.0,0.0
2175,2024-09-05,Sunny Room with a Balcony 15min Tram from Center,Natalia,2014-12-26,undefined time,0%,0%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Smoke alarm"", ""Hangers"", ""Essentials"", ""Iron"", ""Host greets you"", ""Heating"", ""First aid kit"", ""Ethernet connection"", ""Paid parking off premises"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Bed linens"", ""Hot water""]",t,2016-09-12,2019-09-08,0363 4626 EDF1 F5D9 E6B9,f,4899798,20240905174946,25220162.0,1.0,1.0,52.36503,4.94412,2.0,1.0,1.0,1.0,289.6,3.0,30.0,3.0,30.0,65.0,0.0,0,0,75.0,4.91,4.97,4.97,4.94,4.99,4.77,4.8,1.0,1.0,0.0,0.0
2177,2024-09-05,Living in Amsterdam (Private Room - CS area),John,2014-12-31,undefined time,0%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Smoking allowed"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Cooking basics"", ""TV with standard cable"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Window guards"", ""Refrigerator"", ""Single level home"", ""Extra pillows and blankets"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",t,2015-02-23,2024-06-14,0363EBF0DB47AD888BDA,t,4934237,20240905174946,25422214.0,1.0,1.4,52.38161,4.91112,2.0,1.0,1.0,1.0,289.6,2.0,135.4,2.0,1125.0,65.0,0.0,0,0,13.4,4.92,4.92,4.9,4.93,4.96,4.87,4.8,1.0,1.0,0.0,0.0
2180,2024-09-05,"Large room in former bank, walking distance CS",Hotel Cafe,2017-02-27,within a day,100%,29%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in boutique hotel,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Courtyard view"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2017-04-17,2023-08-03,0363 3932 FB50 D13A 18F8,f,17472980,20240905174946,118345810.0,1.0,1.4,52.38589,4.91001,2.0,1.0,1.0,1.0,289.6,1.0,135.4,2.0,1125.0,65.0,6.0,54,75,13.4,4.68,4.71,4.85,4.85,4.77,4.77,4.63,1.0,1.0,0.0,0.0
2189,2024-09-05,"Singel Room, ontbijt is inbegrepen.",Abdullah,2022-11-24,within an hour,100%,99%,t,t,undefined,Room in hotel,Private room,"[""Shower gel"", ""Body soap"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Paid dryer \u2013 In building"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Shared patio or balcony"", ""Mini fridge"", ""Clothing storage"", ""Refrigerator"", ""Extra pillows and blankets"", ""Host greets you"", ""Safe"", ""Luggage dropoff allowed"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2022-12-04,2024-08-13,Exempt,f,769483610559319327,20240905174946,75942371.7,1.0,1.4,52.3742592,4.8992577,1.0,1.0,1.0,1.0,125.0,1.0,365.0,1.3,365.0,65.0,15.0,60,335,72.0,4.75,4.75,4.8,4.93,4.93,4.9,4.57,1.0,1.0,0.0,0.0
2190,2024-09-05,Lovely 1 bedroom condo in Amsterdam,Julia,2017-10-25,within a few hours,80%,53%,f,t,undefined,Private room in condo,Private room,"[""Smoke alarm"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen""]",t,2023-05-31,2024-07-02,ABHG 1476 AB36 88HG R9J6,f,804924795709235766,20240905174946,156207273.0,1.0,2.0,52.360141764338174,4.857747291093244,1.0,1.0,1.0,1.0,94.0,5.0,33.0,5.0,33.0,65.0,1.0,53,328,11.0,4.55,4.9,4.64,4.9,5.0,4.36,4.7,1.0,1.0,0.0,0.0
2199,2024-09-06,"Private Double Room, Euphemia Hotel , city centre",Galanti,2020-09-16,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in hotel,Private room,"[""Smoke alarm"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Body soap"", ""Central heating"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Laundromat nearby"", ""Wifi"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Bed linens"", ""Hot water""]",t,2020-10-21,2024-09-04,0363 45EF 2B9F 6E98 6026,t,45464344,20240905174946,367808546.0,1.0,1.4,52.36166,4.89138,2.0,1.0,1.0,1.0,137.0,1.0,60.0,1.5,1125.0,65.0,9.0,48,100,13.4,4.5,4.59,4.45,4.83,4.8,4.77,4.37,1.0,1.0,0.0,0.0
2203,2024-09-05,Private room in sunny houseboat!,Liz,2012-03-11,undefined time,0%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Body soap"", ""Portable fans"", ""Private patio or balcony"", ""Outdoor furniture"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Refrigerator"", ""Canal view"", ""Single level home"", ""Extra pillows and blankets"", ""Free washer \u2013 In building"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Private backyard"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Self check-in"", ""Conditioner"", ""Fast wifi \u2013 278 Mbps"", ""Hangers"", ""Essentials"", ""Heating"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2015-11-18,2024-03-10,0363 1A01 9A1C D4FA EB2E,f,6801759,20240905174946,1899873.0,1.0,1.0,52.36846,4.87389,2.0,1.0,1.0,1.0,289.6,3.0,135.4,3.0,1125.0,65.0,0.0,0,0,13.4,4.82,4.82,4.82,4.91,4.91,4.91,4.77,1.0,1.0,0.0,0.0
2206,2024-09-05,"Complete studio apartment for two, Museum Quarter",Ed,2016-04-19,undefined time,0%,0%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Ethernet connection"", ""Refrigerator"", ""Extra pillows and blankets"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Indoor fireplace"", ""Wifi"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2016-09-15,2020-03-11,0363 B58F 2490 C9BD 2F16,f,14412467,20240905174946,67877082.0,1.0,3.0,52.3522,4.88401,2.0,1.0,1.0,1.0,289.6,2.0,135.4,2.0,1125.0,65.0,0.0,0,0,55.0,4.96,4.98,5.0,4.98,4.93,4.95,4.95,1.0,1.0,0.0,0.0
2211,2024-09-06,Suite Penthouse,Acostar Hotel,2019-11-22,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Shower gel"", ""Garden view"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Clothing storage: closet"", ""Building staff"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bikes"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Cleaning available during stay"", ""Hangers"", ""Essentials"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2023-08-10,2024-08-01,Exempt,t,891719974262556011,20240905174946,311323273.0,1.0,1.4,52.3652807,4.8858176,2.0,1.0,1.0,1.0,178.0,1.0,365.0,1.1,1000.0,65.0,17.0,53,300,10.0,4.6,4.8,4.6,4.9,5.0,4.8,4.3,1.0,1.0,0.0,0.0
2219,2024-09-05,Greenhaven Noord,Tanya,2016-07-07,within a few hours,100%,97%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in home,Private room,"[""Shower gel"", ""Garden view"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Hangers"", ""Essentials"", ""Backyard"", ""Free street parking"", ""Heating"", ""Shampoo"", ""Bed linens""]",t,2016-11-12,2024-08-29,0363 4C6C C3A7 01E1 F0DD,f,15880053,20240905174946,82368415.0,1.0,1.0,52.4,4.89798,1.0,1.0,1.0,1.0,289.6,1.0,135.4,1.0,1125.0,65.0,0.0,0,0,13.4,4.97,4.99,4.98,4.98,4.99,4.76,4.91,1.0,1.0,0.0,0.0
2245,2024-09-06,The Vrolikstraat Inn: Guestroom,Jan,2017-04-12,within an hour,96%,100%,t,t,undefined,Private room in condo,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Garden view"", ""Free washer \u2013 In unit"", ""AEG electric stove"", ""Rituals body soap"", ""Coffee maker: Nespresso, pour-over coffee"", ""Coffee"", ""Dedicated workspace"", ""Private patio or balcony"", ""Pets allowed"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Piano"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Ethernet connection"", ""Free dryer \u2013 In building"", ""Microwave"", ""Refrigerator"", ""Fast wifi \u2013 514 Mbps"", ""Wine glasses"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Single level home"", ""55 inch HDTV with Apple TV, Chromecast, Disney+, Netflix, standard cable"", ""Portable air conditioning"", ""Rituals conditioner"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bikes"", ""Rituals shampoo"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",t,2019-07-03,2024-08-27,0363 56E4 3F10 353B 65AB,f,35800057,20240905174946,125558465.0,1.0,1.4,52.35703,4.92154,3.0,1.0,1.0,3.0,129.0,1.0,730.0,1.6,730.0,65.0,3.0,35,35,13.4,4.88,4.88,4.91,4.94,4.89,4.74,4.67,1.0,1.0,0.0,0.0
2249,2024-09-05,Sweets hotel - Overtoomsesluis,Sweets,2018-07-20,within an hour,98%,99%,f,f,"Amsterdam, Noord-Holland, Netherlands",Private room in serviced apartment,Private room,"[""Waterfront"", ""AC - split type ductless system"", ""Smart lock"", ""Essentials"", ""Self check-in"", ""Canal view"", ""Bed linens""]",t,2019-03-04,2023-11-19,Exempt,t,27921739,20240905174946,203731852.0,1.0,1.4,52.35871,4.8559,2.0,1.0,1.0,1.0,176.0,1.0,99.0,1.2,7.0,65.0,9.0,56,301,32.0,4.72,4.94,4.88,4.75,4.84,4.66,4.34,1.0,1.0,0.0,0.0
2252,2024-09-05,"comfort, private room. Populair area of Amsterdam.",Nancy,2014-08-28,undefined time,0%,0%,f,t,"Amsterdam, NH, Netherlands",Private room in home,Private room,"[""Shower gel"", ""Body soap"", ""Portable fans"", ""Exterior security cameras on property"", ""Piano"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Coffee maker: pour-over coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Hangers"", ""Essentials"", ""Free street parking"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Bed linens""]",t,2016-06-02,2021-11-01,0363 4B93 26A4 B4DC 62F2,f,9613135,20240905174946,20660883.0,1.0,1.0,52.4,4.88338,2.0,1.0,1.0,1.0,289.6,2.0,29.0,2.0,29.0,65.0,0.0,0,0,58.0,4.9,4.72,4.78,4.83,4.83,4.8,4.4,1.0,1.0,0.0,0.0
2254,2024-09-05,"Green room in former bank, walking distance CS",Hotel Cafe,2017-02-27,within a day,100%,29%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in boutique hotel,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Lake access"", ""Extra pillows and blankets"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2017-03-12,2024-04-13,0363 3932 FB50 D13A 18F8,f,17487457,20240905174946,118345810.0,1.0,1.4,52.38766,4.91023,2.0,1.0,1.0,1.0,289.6,1.0,135.4,1.0,1125.0,65.0,3.0,31,48,13.4,4.71,4.82,4.87,4.89,4.84,4.81,4.67,1.0,1.0,0.0,0.0
2264,2024-09-05,Houseboat stay in private and cozy studio +2 bikes,Stevin And Jol,2016-02-15,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in boat,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Kitchenette"", ""Body soap"", ""Private living room"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""First aid kit"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Cleaning products"", ""Clothing storage: closet"", ""Mini fridge"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Lake access"", ""Extra pillows and blankets"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bikes"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Mosquito net"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2016-02-21,2024-08-26,03636D6AE5308CEB18F0,f,11265870,20240905174946,58813481.0,1.0,1.0,52.38567,4.89019,2.0,1.0,1.0,1.0,289.6,2.0,135.4,2.0,1125.0,65.0,0.0,3,3,13.4,4.97,4.97,4.98,4.98,4.97,4.9,4.85,1.0,1.0,0.0,0.0
2274,2024-09-06,Cosy and spacious private room in Amsterdam Noord,Alicia,2016-01-04,undefined time,0%,0%,f,t,"Amsterdam, North Holland, Netherlands",Private room in townhouse,Private room,"[""Essentials"", ""Private living room"", ""Wifi"", ""Private entrance"", ""Kitchen"", ""Hot water""]",t,2020-08-02,2021-11-05,0363 92A6 0BD8 07E9 83F7,f,44411920,20240905174946,53346191.0,1.0,1.0,52.38603,4.91951,1.0,1.0,1.0,1.0,289.6,1.0,135.4,1.0,1125.0,65.0,0.0,0,0,7.0,5.0,4.86,4.71,5.0,5.0,5.0,4.57,1.0,1.0,0.0,0.0
2275,2024-09-05,"4 guests, 1 bedroom , 1 living room shared apt",Subhodip Pal,2014-04-07,within a day,100%,89%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Bidet"", ""Toaster"", ""Shower gel"", ""Garden view"", ""Coffee"", ""Paid parking on premises"", ""Body soap"", ""Central heating"", ""Washer"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Kitchen"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Stainless steel oven"", ""Smoke alarm"", ""Drying rack for clothing"", ""Sonos sound system"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Free parking on premises"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix"", ""Hair dryer"", ""Conditioner"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Board games"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Wifi \u2013 29 Mbps"", ""Bed linens""]",t,2023-01-01,2024-05-12,0363 7CD0 D79C C411 5DA1,f,8439748,20240905174946,14012819.0,1.0,2.0,52.3473121,4.8431473,4.0,1.0,1.0,1.0,289.6,2.0,7.0,2.0,7.0,65.0,0.0,0,0,9.0,4.78,4.56,4.78,4.89,4.89,4.44,4.44,1.0,1.0,0.0,0.0
2279,2024-09-05,Comfortable room for 2 near RAI and city center,Yigal,2014-12-18,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Toaster"", ""Shower gel"", ""Garden view"", ""Free washer \u2013 In unit"", ""Body soap"", ""Central heating"", ""Private patio or balcony"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Sun loungers"", ""Iron"", ""Cleaning products"", ""Blender"", ""Refrigerator"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Paid street parking off premises"", ""Host greets you"", ""Stainless steel single oven"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Clothing storage: dresser"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""TV"", ""River view"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",t,2023-09-17,2024-08-11,0363 6AB0 A64F EBBE BC87,f,42320974,20240905174946,24963753.0,1.0,2.0,52.33788299560547,4.901000022888184,2.0,1.0,1.0,1.0,125.0,2.0,10.0,2.0,10.0,65.0,2.6,74,89,7.0,4.86,4.71,4.86,4.86,5.0,4.86,4.57,1.0,1.0,0.0,0.0
2282,2024-09-05,Private & Romantic Ensuite +Terras on the Canal!,Perry,2016-02-02,undefined time,0%,0%,f,t,"Amsterdam, NH, Netherlands",Private room in guest suite,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Washer"", ""Private patio or balcony"", ""Coffee maker"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Lock on bedroom door"", ""Bathtub"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2017-02-12,2021-11-29,0363 1617 84EC 5C5C CB21,f,16003294,20240905174946,57099845.0,1.0,1.0,52.38307,4.88036,3.0,1.0,1.0,1.0,289.6,3.0,135.4,3.0,1125.0,65.0,0.0,0,0,13.4,4.97,4.95,4.95,4.94,4.98,4.92,4.75,1.0,1.0,0.0,0.0
