,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
9648,49778181,2024-09-25,"""Habicación Compartida Metrobus Cerca""",207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46386,-99.14554,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2021-08-10,2023-08-01,Unknown,f,1.0,0.3,116.0,124.0,1.0,4.0,1.0,1.0,168.0,28.0,365.0,28.0,365.0,9,69,344,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
9654,49816356,2024-09-25,Shared Room and Terrace,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46279,-99.14545,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2021-07-09,2021-09-30,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,199.0,28.0,365.0,28.0,365.0,30,90,365,2.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
9655,49817362,2024-09-25,Shared Room,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.4595,-99.14834,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2021-09-06,2021-09-06,Unknown,f,1.0,0.3,116.0,124.0,1.0,3.0,1.0,1.0,199.0,28.0,365.0,28.0,365.0,30,90,365,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
9673,50105074,2024-09-25,Shared Room Near Metrobus,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46124,-99.148,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2021-07-01,2021-07-01,Unknown,f,1.0,0.3,116.0,124.0,1.0,3.0,1.0,1.0,199.0,28.0,365.0,28.0,365.0,30,90,365,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
9676,50105686,2024-09-25,Shared Room Near Metrobus,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.45942,-99.14642,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,3.0,1.0,1.0,199.0,28.0,365.0,28.0,365.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
9679,50106762,2024-09-25,Shared Room Near Metrobus,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46126,-99.14805,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,3.0,1.0,1.0,199.0,28.0,365.0,28.0,365.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
9912,50427402,2024-09-25,Shared Room,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.45951,-99.14853,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,3.0,1.0,1.0,199.0,28.0,365.0,28.0,365.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
9913,50428065,2024-09-25,Shared Room,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.45931,-99.14714,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2021-07-31,2023-08-29,Unknown,f,1.0,0.3,116.0,124.0,1.0,1.4,1.0,1.0,168.0,28.0,365.0,28.0,365.0,30,90,365,2.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
9915,50438261,2024-09-25,"30,000 m2 de área natural.",407493902,Oscar,2021-06-16,within a day,f,t,Mexico City,Tlalpan,19.21909664198574,-99.22118179644336,Shared room in tent,Shared room,"[""Free parking on premises"", ""Fire pit""]",2024-09-25,t,2024-01-28,2024-01-28,Unknown,f,1.0,1.0,2.0,2.0,10.0,2.0,1.0,2.0,366.0,1.0,365.0,1.0,365.0,29,89,269,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,0.0,1.0
9918,50444420,2024-09-25,Habitación Compartida Mixta Terraza / Shared Room,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46416,-99.14426,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2021-07-25,2021-08-30,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,199.0,28.0,365.0,28.0,365.0,30,90,365,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
10165,51112386,2024-09-26,Hospedaje en espacio compartido,346898763,Diego,2020-05-20,a few days or more,f,t,Mexico City,Cuauhtémoc,19.43188,-99.16248,Shared room in home,Shared room,"[""Iron"", ""TV"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Hot water"", ""Dedicated workspace"", ""Hair dryer""]",2024-09-26,t,2021-08-29,2024-08-23,Unknown,t,0.49,0.72,12.0,14.0,1.0,1.0,1.0,1.0,300.0,1.0,1125.0,1.0,1125.0,30,90,364,36.0,4.61,4.86,4.61,4.75,4.69,4.92,4.56,12.0,1.0,9.0,2.0
10477,52372987,2024-09-25,Green House,68594238,Alitzel,2016-04-24,a few days or more,f,t,"Iztacalco, Ciudad de México, Mexico",Iztacalco,19.403077891129488,-99.07302917945216,Shared room in condo,Shared room,"[""Iron"", ""56 inch HDTV with Netflix, HBO Max, Disney+, Amazon Prime Video"", ""Courtyard view"", ""Freezer"", ""Laundromat nearby"", ""Mabe stainless steel gas stove"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Paid washer \u2013 In unit"", ""WINIA refrigerator"", ""First aid kit"", ""Garden view"", ""Essentials"", ""Fast wifi \u2013 57 Mbps"", ""Hot water"", ""Dining table"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Mabe stainless steel oven"", ""Extra pillows and blankets"", ""Window guards"", ""Cleaning products"", ""Room-darkening shades"", ""Wine glasses"", ""Free street parking"", ""Elevator"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Single level home"", ""Hair dryer""]",2024-09-25,t,2022-10-02,2024-02-26,Unknown,f,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,1643.0,1.0,1125.0,1.0,1125.0,30,90,365,4.0,4.75,4.25,4.5,4.9,4.5,4.5,4.25,1.0,0.0,0.0,1.0
10551,52272038,2024-09-25,Habitación Compartida Excelente Ubicación Metrobus,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46085,-99.14671,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,1.4,1.0,1.0,168.0,28.0,365.0,28.0,365.0,22,82,357,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
10552,52272055,2024-09-25,Mixed Shared Room,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46151,-99.14859,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,3.0,1.0,1.0,171.0,28.0,365.0,28.0,365.0,30,90,180,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
10553,52272472,2024-09-25,Habitación Compartida Patio con Hamáca,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46147,-99.14649,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2024-05-31,2024-05-31,Unknown,f,1.0,0.3,116.0,124.0,1.0,1.4,1.0,1.0,168.0,28.0,365.0,28.0,365.0,30,90,180,1.0,4.8,4.8,4.8,5.0,4.9,5.0,4.0,115.0,0.0,1.8,0.1
10574,52310214,2024-09-25,The best shared room for you! Excellent location!,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46074,-99.14842,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,1.4,1.0,1.0,168.0,28.0,365.0,28.0,365.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
10575,52310342,2024-09-25,The Best Shared Room For You! Excellent Location!,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46101,-99.1463,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,4.0,1.0,1.0,171.0,28.0,365.0,28.0,365.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
10584,52521142,2024-09-25,Shared Room / Terrace / Metrobus,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.46266,-99.14386,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2022-01-31,2022-03-14,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,172.0,28.0,365.0,28.0,365.0,30,90,365,2.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
10605,52588496,2024-09-26,Moderna Habitación en La Condesa,269172400,Claudia,2019-06-17,a few days or more,f,t,Mexico City,Cuauhtémoc,19.40733914038746,-99.16819496645802,Shared room in rental unit,Shared room,"[""Free parking on premises"", ""Paid parking on premises""]",2024-09-26,t,No reviews,No reviews,Unknown,f,1.0,0.9,1.0,1.0,2.0,2.0,1.0,1.0,400.0,1.0,365.0,1.0,365.0,28,86,359,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
10616,52743087,2024-09-25,Cama en Habitación compartida Femenina,426996444,Mexico Hostel,2021-10-12,within an hour,f,t,Mexico City,Cuauhtémoc,19.43375,-99.14331,Shared room in hostel,Shared room,"[""Luggage dropoff allowed"", ""Wifi"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Fire extinguisher"", ""Outdoor shower"", ""Long term stays allowed"", ""First aid kit"", ""Ethernet connection"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Smoking allowed"", ""Shower gel"", ""Hangers"", ""Building staff""]",2024-09-25,t,2021-11-29,2024-06-07,Unknown,f,1.0,1.0,9.0,9.0,9.0,3.0,1.0,1.8,260.0,1.0,30.0,1.0,1125.0,30,90,365,4.0,4.8,4.8,4.8,4.9,4.9,4.5,4.8,9.0,0.0,0.0,9.0
10656,52792185,2024-09-26,Mexiqui Hostel- a una cuadra del Zócalo de CDMX,339847134,Mexiqui,2020-03-02,Unknown,f,f,"Centro, Ciudad de México, Mexico",Cuauhtémoc,19.434953689575195,-99.1323471069336,Shared room in bed and breakfast,Shared room,"[""Shared patio or balcony"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""City skyline view"", ""Outdoor shower"", ""Gas stove"", ""Coffee maker: drip coffee maker"", ""Bikes"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Hot water kettle"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""Sound system with aux"", ""Bed linens"", ""Board games"", ""Kitchen"", ""Oven"", ""Outdoor dining area"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Safe"", ""Fire extinguisher"", ""Clothing storage: dresser"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""HDTV with standard cable""]",2024-09-26,t,2021-10-29,2021-10-29,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,7.0,1.0,2.0,2.0,1511.648404142887,2.0,365.0,2.0,365.0,0,0,0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0
10792,52940096,2024-09-25,Cama en Habitación compartida Masculina,426996444,Mexico Hostel,2021-10-12,within an hour,f,t,Mexico City,Cuauhtémoc,19.43361,-99.14403,Shared room in hostel,Shared room,"[""Wifi"", ""Outdoor shower"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Smoking allowed"", ""Building staff""]",2024-09-25,t,2021-10-31,2024-08-16,Unknown,t,1.0,1.0,9.0,9.0,9.0,3.0,1.0,1.8,260.0,1.0,365.0,1.0,365.0,30,90,365,12.0,4.17,4.33,4.25,4.33,4.5,4.75,4.67,9.0,0.0,0.0,9.0
10798,52940149,2024-09-25,Cama en Habitación compartida Femenina,426996444,Mexico Hostel,2021-10-12,within an hour,f,t,Mexico City,Cuauhtémoc,19.43536,-99.1426,Shared room in hostel,Shared room,"[""Luggage dropoff allowed"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Outdoor shower"", ""Long term stays allowed"", ""First aid kit"", ""Ethernet connection"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",2024-09-25,t,2021-11-06,2024-08-16,Unknown,t,1.0,1.0,9.0,9.0,9.0,3.0,1.0,1.8,260.0,1.0,365.0,1.0,365.0,30,90,365,43.0,4.51,4.53,4.23,4.67,4.56,4.74,4.49,9.0,0.0,0.0,9.0
10799,52940196,2024-09-25,Cama en Habitación compartida Masculina,426996444,Mexico Hostel,2021-10-12,within an hour,f,t,Mexico City,Cuauhtémoc,19.43349,-99.14422,Shared room in hostel,Shared room,"[""Luggage dropoff allowed"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Outdoor shower"", ""Long term stays allowed"", ""First aid kit"", ""Ethernet connection"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",2024-09-25,t,2021-11-02,2024-08-25,Unknown,t,1.0,1.0,9.0,9.0,9.0,3.0,1.0,1.8,260.0,1.0,365.0,1.0,365.0,30,90,365,13.0,4.46,4.08,4.38,4.85,4.46,4.77,4.31,9.0,0.0,0.0,9.0
